"Accession","cluster_limited"
"SRR26354253","277"
"SRR26354252","Other"
"SRR26354251","146"
"SRR26354250","Other"
"SRR26354249","502"
"SRR26354248","Other"
"SRR26354247","557"
"SRR26354246","657"
"SRR26354245","180"
"SRR26354243","557"
"SRR26354242","15"
"SRR26354241","180"
"SRR26354240","146"
"SRR26354239","180"
"SRR26354238","Other"
"SRR26354237","146"
"SRR26354236","146"
"SRR26354235","50"
"SRR26354234","180"
"SRR26354456","146"
"SRR26354455","Other"
"SRR26354454","Other"
"SRR26354453","230"
"SRR26354452","570"
"SRR26354451","180"
"SRR26354450","180"
"SRR26354449","Other"
"SRR26354448","560"
"SRR26354447","844"
"SRR26354445","Other"
"SRR26354444","180"
"SRR26354443","180"
"SRR26354442","180"
"SRR26354441","Other"
"SRR26354440","Other"
"SRR26354439","Other"
"SRR26354438","Other"
"SRR26354437","Other"
"SRR26354436","180"
"SRR26354434","Other"
"SRR26354433","562"
"SRR26354432","180"
"SRR26354431","180"
"SRR26354430","567"
"SRR26354429","Other"
"SRR26354428","614"
"SRR26354427","Other"
"SRR26354426","Other"
"SRR26354009","146"
"SRR26354007","879"
"SRR26354006","818"
"SRR26354005","Other"
"SRR26354004","180"
"SRR26354003","Other"
"SRR26354002","557"
"SRR26354001","180"
"SRR26354000","Other"
"SRR26353999","Other"
"SRR26353998","33"
"SRR26353996","Other"
"SRR26353995","Other"
"SRR26353994","Other"
"SRR26353993","Other"
"SRR26353992","557"
"SRR26353991","Other"
"SRR26353990","562"
"SRR26353989","180"
"SRR26353988","146"
"SRR26353987","180"
"SRR26353984","Other"
"SRR26353983","Other"
"SRR26353982","Other"
"SRR26353981","562"
"SRR26353980","146"
"SRR26353979","567"
"SRR26353978","146"
"SRR26354605","Other"
"SRR26354604","180"
"SRR26354603","26"
"SRR26354601","15"
"SRR26354600","657"
"SRR26354599","277"
"SRR26354598","26"
"SRR26354597","33"
"SRR26354596","Other"
"SRR26354595","180"
"SRR26354594","Other"
"SRR26354593","Other"
"SRR26354592","Other"
"SRR26354590","146"
"SRR26354589","26"
"SRR26354588","180"
"SRR26354587","614"
"SRR26354586","502"
"SRR26354585","502"
"SRR26354584","15"
"SRR26354583","560"
"SRR26354582","Other"
"SRR26354581","180"
"SRR26354579","180"
"SRR26354578","567"
"SRR26354577","Other"
"SRR26354576","Other"
"SRR26354575","180"
"SRR26354574","Other"
"SRR26354233","562"
"SRR26354232","567"
"SRR26354231","502"
"SRR26354230","Other"
"SRR26354228","Other"
"SRR26354227","556"
"SRR26354226","502"
"SRR26354225","557"
"SRR26354224","879"
"SRR26354223","Other"
"SRR26354222","666"
"SRR26354221","146"
"SRR26354220","146"
"SRR26354219","844"
"SRR26354217","Other"
"SRR26354216","575"
"SRR26354215","614"
"SRR26354214","575"
"SRR26354213","146"
"SRR26354212","Other"
"SRR26354211","38"
"SRR26354210","180"
"SRR26354209","146"
"SRR26354208","146"
"SRR26354206","567"
"SRR26354205","560"
"SRR26354204","33"
"SRR26354203","230"
"SRR26354202","Other"
"SRR26354573","451"
"SRR26354572","773"
"SRR26354571","230"
"SRR26354570","180"
"SRR26354569","180"
"SRR26354567","146"
"SRR26354566","Other"
"SRR26354565","180"
"SRR26354564","Other"
"SRR26354563","180"
"SRR26354562","146"
"SRR26354561","146"
"SRR26354560","Other"
"SRR26354559","Other"
"SRR26354558","Other"
"SRR26354556","Other"
"SRR26354555","557"
"SRR26354554","Other"
"SRR26354553","146"
"SRR26354552","Other"
"SRR26354551","Other"
"SRR26354550","Other"
"SRR26354549","Other"
"SRR26354548","Other"
"SRR26354547","Other"
"SRR26354545","614"
"SRR26354544","Other"
"SRR26354543","146"
"SRR26354542","557"
"SRR26354425","840"
"SRR26354424","Other"
"SRR26354423","26"
"SRR26354422","180"
"SRR26354421","657"
"SRR26354420","Other"
"SRR26354417","231"
"SRR26354416","Other"
"SRR26354415","180"
"SRR26354414","Other"
"SRR26354413","Other"
"SRR26354412","146"
"SRR26354411","Other"
"SRR26354410","567"
"SRR26354409","Other"
"SRR26354408","180"
"SRR26354406","180"
"SRR26354405","Other"
"SRR26354404","557"
"SRR26354403","146"
"SRR26354402","146"
"SRR26354401","557"
"SRR26354400","Other"
"SRR26354399","557"
"SRR26354398","Other"
"SRR26354397","Other"
"SRR26354395","958"
"SRR26354394","879"
"SRR26353977","146"
"SRR26353976","33"
"SRR26353975","879"
"SRR26353974","773"
"SRR26353973","Other"
"SRR26353972","Other"
"SRR26353971","560"
"SRR26353970","Other"
"SRR26353968","146"
"SRR26353967","180"
"SRR26353966","180"
"SRR26353965","844"
"SRR26353964","Other"
"SRR26353963","Other"
"SRR26353962","146"
"SRR26353961","898"
"SRR26353960","562"
"SRR26353959","557"
"SRR26353957","960"
"SRR26353956","844"
"SRR26353955","Other"
"SRR26353954","15"
"SRR26353953","180"
"SRR26353952","Other"
"SRR26353951","50"
"SRR26353950","277"
"SRR26353949","180"
"SRR26353948","818"
"SRR26353946","Other"
"SRR26354201","Other"
"SRR26354200","180"
"SRR26354199","Other"
"SRR26354198","Other"
"SRR26354197","180"
"SRR26354196","616"
"SRR26354195","844"
"SRR26354194","567"
"SRR26354193","557"
"SRR26354191","50"
"SRR26354190","Other"
"SRR26354189","Other"
"SRR26354188","Other"
"SRR26354187","180"
"SRR26354186","146"
"SRR26354185","557"
"SRR26354184","26"
"SRR26354183","879"
"SRR26354182","155"
"SRR26354180","26"
"SRR26354179","557"
"SRR26354178","560"
"SRR26354177","Other"
"SRR26354176","146"
"SRR26354175","666"
"SRR26354174","Other"
"SRR26354737","Other"
"SRR26354736","15"
"SRR26354735","Other"
"SRR26354541","Other"
"SRR26354540","146"
"SRR26354539","180"
"SRR26354538","657"
"SRR26354537","Other"
"SRR26354536","557"
"SRR26354535","Other"
"SRR26354534","614"
"SRR26354533","Other"
"SRR26354532","146"
"SRR26354530","967"
"SRR26354529","Other"
"SRR26354528","26"
"SRR26354527","26"
"SRR26354526","557"
"SRR26354525","560"
"SRR26354524","Other"
"SRR26354523","15"
"SRR26354522","146"
"SRR26354521","574"
"SRR26358179","557"
"SRR26358178","146"
"SRR26357971","557"
"SRR26358116","844"
"SRR26357877","Other"
"SRR26358682","557"
"SRR26358071","Other"
"SRR26358620","Other"
"SRR26358233","Other"
"SRR26358526","960"
"SRR26358177","Other"
"SRR26358166","146"
"SRR26358155","557"
"SRR26358144","Other"
"SRR26358005","574"
"SRR26357994","557"
"SRR26358431","Other"
"SRR26358420","Other"
"SRR26358409","Other"
"SRR26357982","26"
"SRR26357970","231"
"SRR26357959","Other"
"SRR26357948","557"
"SRR26357937","Other"
"SRR26357926","666"
"SRR26358395","180"
"SRR26358384","146"
"SRR26358373","898"
"SRR26358138","Other"
"SRR26358127","Other"
"SRR26358115","557"
"SRR26358732","898"
"SRR26358721","146"
"SRR26358710","Other"
"SRR26358103","180"
"SRR26358092","180"
"SRR26358081","33"
"SRR26357910","230"
"SRR26357899","Other"
"SRR26357888","146"
"SRR26357876","146"
"SRR26357865","Other"
"SRR26358366","Other"
"SRR26358355","180"
"SRR26358344","557"
"SRR26357853","898"
"SRR26358514","230"
"SRR26358503","958"
"SRR26358704","Other"
"SRR26358693","Other"
"SRR26358681","898"
"SRR26358330","180"
"SRR26358319","614"
"SRR26358308","180"
"SRR26358489","557"
"SRR26358478","Other"
"SRR26358467","34"
"SRR26358668","614"
"SRR26358657","Other"
"SRR26358646","180"
"SRR26358070","980"
"SRR26358059","Other"
"SRR26358048","26"
"SRR26358293","180"
"SRR26358282","33"
"SRR26358047","Other"
"SRR26358036","180"
"SRR26358025","230"
"SRR26358642","557"
"SRR26358631","Other"
"SRR26358619","Other"
"SRR26358268","155"
"SRR26358257","180"
"SRR26358246","146"
"SRR26358459","567"
"SRR26358448","146"
"SRR26358437","898"
"SRR26358606","230"
"SRR26358595","180"
"SRR26358584","502"
"SRR26358232","33"
"SRR26358221","616"
"SRR26358210","Other"
"SRR26358571","180"
"SRR26358560","Other"
"SRR26358549","Other"
"SRR26358198","560"
"SRR26358187","Other"
"SRR26358740","879"
"SRR26358537","Other"
"SRR26358525","180"
"SRR26358524","180"
"SRR26358523","557"
"SRR26358522","Other"
"SRR26358521","614"
"SRR26358520","557"
"SRR26358519","958"
"SRR26358518","Other"
"SRR26358517","146"
"SRR26358516","33"
"SRR26358176","146"
"SRR26358175","666"
"SRR26358174","180"
"SRR26358173","146"
"SRR26358172","Other"
"SRR26358171","180"
"SRR26358170","33"
"SRR26358169","Other"
"SRR26358168","146"
"SRR26358167","230"
"SRR26358165","14"
"SRR26358164","180"
"SRR26358163","898"
"SRR26358162","681"
"SRR26358161","557"
"SRR26358160","557"
"SRR26358159","180"
"SRR26358158","560"
"SRR26358157","Other"
"SRR26358156","230"
"SRR26358154","33"
"SRR26358153","146"
"SRR26358152","991"
"SRR26358151","557"
"SRR26358150","Other"
"SRR26358149","15"
"SRR26358148","180"
"SRR26358147","657"
"SRR26358146","Other"
"SRR26358145","Other"
"SRR26358015","879"
"SRR26358014","995"
"SRR26358013","180"
"SRR26358012","Other"
"SRR26358011","Other"
"SRR26358010","980"
"SRR26358009","Other"
"SRR26358008","180"
"SRR26358007","Other"
"SRR26358006","180"
"SRR26358004","557"
"SRR26358003","146"
"SRR26358002","146"
"SRR26358001","995"
"SRR26358000","33"
"SRR26357999","180"
"SRR26357998","277"
"SRR26357997","879"
"SRR26357996","502"
"SRR26357995","180"
"SRR26357993","146"
"SRR26357992","967"
"SRR26357991","898"
"SRR26357990","33"
"SRR26357989","Other"
"SRR26357988","898"
"SRR26357987","180"
"SRR26357986","146"
"SRR26357985","502"
"SRR26357984","557"
"SRR26358430","Other"
"SRR26358429","Other"
"SRR26358428","666"
"SRR26358427","Other"
"SRR26358426","180"
"SRR26358425","Other"
"SRR26358424","995"
"SRR26358423","146"
"SRR26358422","844"
"SRR26358421","180"
"SRR26358419","Other"
"SRR26358418","277"
"SRR26358417","1003"
"SRR26358416","844"
"SRR26358415","180"
"SRR26358414","879"
"SRR26358413","180"
"SRR26358412","180"
"SRR26358411","Other"
"SRR26358410","967"
"SRR26358408","26"
"SRR26358407","146"
"SRR26358406","15"
"SRR26358405","557"
"SRR26358404","557"
"SRR26358403","Other"
"SRR26358402","657"
"SRR26358401","Other"
"SRR26358400","180"
"SRR26357983","146"
"SRR26357981","180"
"SRR26357980","1003"
"SRR26357979","Other"
"SRR26357978","560"
"SRR26357977","230"
"SRR26357976","Other"
"SRR26357975","230"
"SRR26357974","557"
"SRR26357973","Other"
"SRR26357972","146"
"SRR26357969","34"
"SRR26357968","180"
"SRR26357967","14"
"SRR26357966","Other"
"SRR26357965","Other"
"SRR26357964","Other"
"SRR26357963","818"
"SRR26357962","898"
"SRR26357961","Other"
"SRR26357960","614"
"SRR26357958","Other"
"SRR26357957","557"
"SRR26357956","33"
"SRR26357955","146"
"SRR26357954","Other"
"SRR26357953","818"
"SRR26357952","180"
"SRR26357951","146"
"SRR26357950","Other"
"SRR26357949","33"
"SRR26357947","180"
"SRR26357946","180"
"SRR26357945","230"
"SRR26357944","Other"
"SRR26357943","557"
"SRR26357942","Other"
"SRR26357941","614"
"SRR26357940","Other"
"SRR26357939","230"
"SRR26357938","180"
"SRR26357936","879"
"SRR26357935","557"
"SRR26357934","26"
"SRR26357933","146"
"SRR26357932","146"
"SRR26357931","277"
"SRR26357930","146"
"SRR26357929","614"
"SRR26357928","180"
"SRR26357927","180"
"SRR26357925","Other"
"SRR26357924","26"
"SRR26357923","560"
"SRR26357922","26"
"SRR26357921","898"
"SRR26357920","614"
"SRR26358399","898"
"SRR26358398","614"
"SRR26358397","180"
"SRR26358396","146"
"SRR26358394","146"
"SRR26358393","Other"
"SRR26358392","230"
"SRR26358391","14"
"SRR26358390","180"
"SRR26358389","34"
"SRR26358388","Other"
"SRR26358387","146"
"SRR26358386","230"
"SRR26358385","562"
"SRR26358383","Other"
"SRR26358382","180"
"SRR26358381","681"
"SRR26358380","Other"
"SRR26358379","146"
"SRR26358378","Other"
"SRR26358377","844"
"SRR26358376","616"
"SRR26358375","146"
"SRR26358374","277"
"SRR26358372","681"
"SRR26358371","557"
"SRR26358370","557"
"SRR26358369","180"
"SRR26358368","33"
"SRR26358143","146"
"SRR26358142","666"
"SRR26358141","818"
"SRR26358140","898"
"SRR26358139","614"
"SRR26358137","614"
"SRR26358136","230"
"SRR26358135","230"
"SRR26358134","230"
"SRR26358133","230"
"SRR26358132","230"
"SRR26358131","557"
"SRR26358130","180"
"SRR26358129","898"
"SRR26358128","180"
"SRR26358126","Other"
"SRR26358125","15"
"SRR26358124","Other"
"SRR26358123","Other"
"SRR26358122","33"
"SRR26358121","898"
"SRR26358120","844"
"SRR26358119","657"
"SRR26358118","818"
"SRR26358117","Other"
"SRR26358114","Other"
"SRR26358113","33"
"SRR26358112","980"
"SRR26358739","Other"
"SRR26358738","180"
"SRR26358737","Other"
"SRR26358736","146"
"SRR26358735","180"
"SRR26358734","Other"
"SRR26358733","Other"
"SRR26358731","898"
"SRR26358730","879"
"SRR26358729","666"
"SRR26358728","1020"
"SRR26358727","26"
"SRR26358726","Other"
"SRR26358725","180"
"SRR26358724","180"
"SRR26358723","180"
"SRR26358722","180"
"SRR26358720","146"
"SRR26358719","180"
"SRR26358718","557"
"SRR26358717","230"
"SRR26358716","Other"
"SRR26358715","Other"
"SRR26358714","Other"
"SRR26358713","230"
"SRR26358712","Other"
"SRR26358711","616"
"SRR26358709","230"
"SRR26358708","Other"
"SRR26358111","844"
"SRR26358110","Other"
"SRR26358109","Other"
"SRR26358108","15"
"SRR26358107","180"
"SRR26358106","Other"
"SRR26358105","1003"
"SRR26358104","180"
"SRR26358102","Other"
"SRR26358101","146"
"SRR26358100","Other"
"SRR26358099","958"
"SRR26358098","Other"
"SRR26358097","230"
"SRR26358096","180"
"SRR26358095","230"
"SRR26358094","180"
"SRR26358093","180"
"SRR26358091","Other"
"SRR26358090","557"
"SRR26358089","33"
"SRR26358088","844"
"SRR26358087","230"
"SRR26358086","Other"
"SRR26358085","180"
"SRR26358084","Other"
"SRR26358083","146"
"SRR26358082","958"
"SRR26358080","146"
"SRR26357919","33"
"SRR26357918","180"
"SRR26357917","180"
"SRR26357916","230"
"SRR26357915","Other"
"SRR26357914","146"
"SRR26357913","879"
"SRR26357912","Other"
"SRR26357911","Other"
"SRR26357909","230"
"SRR26357908","Other"
"SRR26357907","15"
"SRR26357906","818"
"SRR26357905","898"
"SRR26357904","180"
"SRR26357903","692"
"SRR26357902","230"
"SRR26357901","614"
"SRR26357900","692"
"SRR26357898","26"
"SRR26357897","14"
"SRR26357896","146"
"SRR26357895","277"
"SRR26357894","616"
"SRR26357893","1020"
"SRR26357892","230"
"SRR26357891","1020"
"SRR26357890","Other"
"SRR26357889","230"
"SRR26357887","692"
"SRR26357886","146"
"SRR26357885","146"
"SRR26357884","692"
"SRR26357883","Other"
"SRR26357882","277"
"SRR26357881","Other"
"SRR26357880","Other"
"SRR26357879","Other"
"SRR26357878","558"
"SRR26357875","180"
"SRR26357874","995"
"SRR26357873","Other"
"SRR26357872","180"
"SRR26357871","180"
"SRR26357870","1034"
"SRR26357869","277"
"SRR26357868","Other"
"SRR26357867","15"
"SRR26357866","230"
"SRR26357864","180"
"SRR26357863","Other"
"SRR26357862","277"
"SRR26357861","Other"
"SRR26357860","1003"
"SRR26357859","567"
"SRR26357858","180"
"SRR26357857","146"
"SRR26357856","958"
"SRR26358367","33"
"SRR26358365","230"
"SRR26358364","180"
"SRR26358363","Other"
"SRR26358362","155"
"SRR26358361","180"
"SRR26358360","Other"
"SRR26358359","14"
"SRR26358358","146"
"SRR26358357","180"
"SRR26358356","146"
"SRR26358354","Other"
"SRR26358353","230"
"SRR26358352","230"
"SRR26358351","898"
"SRR26358350","Other"
"SRR26358349","Other"
"SRR26358348","967"
"SRR26358347","26"
"SRR26358346","Other"
"SRR26358345","Other"
"SRR26358343","277"
"SRR26358342","960"
"SRR26358341","15"
"SRR26358340","Other"
"SRR26358339","146"
"SRR26358338","26"
"SRR26358337","Other"
"SRR26358336","180"
"SRR26357855","Other"
"SRR26357854","960"
"SRR26357852","Other"
"SRR26357851","567"
"SRR26357850","180"
"SRR26357849","Other"
"SRR26357848","818"
"SRR26357847","180"
"SRR26357846","146"
"SRR26357845","180"
"SRR26357844","180"
"SRR26358515","146"
"SRR26358513","991"
"SRR26358512","180"
"SRR26358511","960"
"SRR26358510","180"
"SRR26358509","180"
"SRR26358508","146"
"SRR26358507","Other"
"SRR26358506","15"
"SRR26358505","146"
"SRR26358504","180"
"SRR26358502","146"
"SRR26358501","180"
"SRR26358500","180"
"SRR26358499","180"
"SRR26358498","960"
"SRR26358497","230"
"SRR26358496","844"
"SRR26358707","146"
"SRR26358706","Other"
"SRR26358705","Other"
"SRR26358703","681"
"SRR26358702","844"
"SRR26358701","557"
"SRR26358700","967"
"SRR26358699","557"
"SRR26358698","Other"
"SRR26358697","Other"
"SRR26358696","898"
"SRR26358695","557"
"SRR26358694","180"
"SRR26358692","26"
"SRR26358691","277"
"SRR26358690","1045"
"SRR26358689","230"
"SRR26358688","Other"
"SRR26358687","146"
"SRR26358686","557"
"SRR26358685","180"
"SRR26358684","844"
"SRR26358683","Other"
"SRR26358680","Other"
"SRR26358679","146"
"SRR26358678","Other"
"SRR26358677","33"
"SRR26358676","146"
"SRR26358335","146"
"SRR26358334","557"
"SRR26358333","Other"
"SRR26358332","898"
"SRR26358331","180"
"SRR26358329","146"
"SRR26358328","180"
"SRR26358327","230"
"SRR26358326","Other"
"SRR26358325","1003"
"SRR26358324","502"
"SRR26358323","180"
"SRR26358322","Other"
"SRR26358321","230"
"SRR26358320","Other"
"SRR26358318","180"
"SRR26358317","Other"
"SRR26358316","146"
"SRR26358315","557"
"SRR26358314","960"
"SRR26358313","230"
"SRR26358312","Other"
"SRR26358311","557"
"SRR26358310","26"
"SRR26358309","180"
"SRR26358307","230"
"SRR26358306","230"
"SRR26358305","844"
"SRR26358304","146"
"SRR26358495","Other"
"SRR26358494","180"
"SRR26358493","960"
"SRR26358492","Other"
"SRR26358491","180"
"SRR26358490","898"
"SRR26358488","898"
"SRR26358487","180"
"SRR26358486","967"
"SRR26358485","230"
"SRR26358484","Other"
"SRR26358483","146"
"SRR26358482","1003"
"SRR26358481","967"
"SRR26358480","33"
"SRR26358479","Other"
"SRR26358477","146"
"SRR26358476","Other"
"SRR26358475","26"
"SRR26358474","681"
"SRR26358473","818"
"SRR26358472","898"
"SRR26358471","180"
"SRR26358470","180"
"SRR26358469","Other"
"SRR26358468","180"
"SRR26358466","180"
"SRR26358465","Other"
"SRR26358464","967"
"SRR26358675","14"
"SRR26358674","155"
"SRR26358673","146"
"SRR26358672","15"
"SRR26358671","1003"
"SRR26358670","1003"
"SRR26358669","230"
"SRR26358667","557"
"SRR26358666","146"
"SRR26358665","879"
"SRR26358664","Other"
"SRR26358663","Other"
"SRR26358662","146"
"SRR26358661","180"
"SRR26358660","Other"
"SRR26358659","879"
"SRR26358658","980"
"SRR26358656","180"
"SRR26358655","Other"
"SRR26358654","Other"
"SRR26358653","967"
"SRR26358652","Other"
"SRR26358651","180"
"SRR26358650","180"
"SRR26358649","146"
"SRR26358648","557"
"SRR26358647","230"
"SRR26358645","146"
"SRR26358644","574"
"SRR26358079","Other"
"SRR26358078","Other"
"SRR26358077","180"
"SRR26358076","146"
"SRR26358075","Other"
"SRR26358074","180"
"SRR26358073","146"
"SRR26358072","Other"
"SRR26358069","Other"
"SRR26358068","Other"
"SRR26358067","Other"
"SRR26358066","146"
"SRR26358065","Other"
"SRR26358064","180"
"SRR26358063","557"
"SRR26358062","230"
"SRR26358061","Other"
"SRR26358060","231"
"SRR26358058","180"
"SRR26358057","146"
"SRR26358056","574"
"SRR26358055","Other"
"SRR26358054","146"
"SRR26358053","180"
"SRR26358052","Other"
"SRR26358051","146"
"SRR26358050","180"
"SRR26358049","557"
"SRR26358303","180"
"SRR26358302","230"
"SRR26358301","180"
"SRR26358300","Other"
"SRR26358299","180"
"SRR26358298","Other"
"SRR26358297","180"
"SRR26358296","Other"
"SRR26358295","958"
"SRR26358294","Other"
"SRR26358292","146"
"SRR26358291","Other"
"SRR26358290","502"
"SRR26358289","Other"
"SRR26358288","995"
"SRR26358287","451"
"SRR26358286","Other"
"SRR26358285","26"
"SRR26358284","Other"
"SRR26358283","556"
"SRR26358281","180"
"SRR26358280","Other"
"SRR26358279","180"
"SRR26358278","960"
"SRR26358277","180"
"SRR26358276","Other"
"SRR26358275","960"
"SRR26358274","230"
"SRR26358273","Other"
"SRR26358272","1003"
"SRR26358046","502"
"SRR26358045","Other"
"SRR26358044","Other"
"SRR26358043","1067"
"SRR26358042","958"
"SRR26358041","180"
"SRR26358040","Other"
"SRR26358039","Other"
"SRR26358038","230"
"SRR26358037","898"
"SRR26358035","Other"
"SRR26358034","Other"
"SRR26358033","180"
"SRR26358032","Other"
"SRR26358031","557"
"SRR26358030","277"
"SRR26358029","146"
"SRR26358028","995"
"SRR26358027","Other"
"SRR26358026","960"
"SRR26358024","Other"
"SRR26358023","Other"
"SRR26358022","Other"
"SRR26358021","960"
"SRR26358020","146"
"SRR26358019","960"
"SRR26358018","Other"
"SRR26358017","Other"
"SRR26358016","960"
"SRR26358643","960"
"SRR26358641","995"
"SRR26358640","1045"
"SRR26358639","Other"
"SRR26358638","Other"
"SRR26358637","230"
"SRR26358636","Other"
"SRR26358635","180"
"SRR26358634","180"
"SRR26358633","146"
"SRR26358632","146"
"SRR26358630","Other"
"SRR26358629","180"
"SRR26358628","556"
"SRR26358627","Other"
"SRR26358626","1067"
"SRR26358625","230"
"SRR26358624","180"
"SRR26358623","898"
"SRR26358622","558"
"SRR26358621","960"
"SRR26358618","960"
"SRR26358617","146"
"SRR26358616","146"
"SRR26358615","879"
"SRR26358614","15"
"SRR26358613","146"
"SRR26358612","1003"
"SRR26358271","180"
"SRR26358270","277"
"SRR26358269","146"
"SRR26358267","1003"
"SRR26358266","180"
"SRR26358265","146"
"SRR26358264","146"
"SRR26358263","180"
"SRR26358262","Other"
"SRR26358261","180"
"SRR26358260","879"
"SRR26358259","146"
"SRR26358258","Other"
"SRR26358256","180"
"SRR26358255","146"
"SRR26358254","146"
"SRR26358253","Other"
"SRR26358252","Other"
"SRR26358251","Other"
"SRR26358250","230"
"SRR26358249","995"
"SRR26358248","Other"
"SRR26358247","230"
"SRR26358245","1034"
"SRR26358244","180"
"SRR26358243","230"
"SRR26358242","502"
"SRR26358241","Other"
"SRR26358240","Other"
"SRR26358463","180"
"SRR26358462","960"
"SRR26358461","995"
"SRR26358460","146"
"SRR26358458","967"
"SRR26358457","Other"
"SRR26358456","Other"
"SRR26358455","960"
"SRR26358454","Other"
"SRR26358453","230"
"SRR26358452","146"
"SRR26358451","Other"
"SRR26358450","Other"
"SRR26358449","557"
"SRR26358447","Other"
"SRR26358446","Other"
"SRR26358445","146"
"SRR26358444","Other"
"SRR26358443","180"
"SRR26358442","146"
"SRR26358441","230"
"SRR26358440","773"
"SRR26358439","26"
"SRR26358438","Other"
"SRR26358436","995"
"SRR26358435","Other"
"SRR26358434","230"
"SRR26358433","Other"
"SRR26358432","Other"
"SRR26358611","180"
"SRR26358610","146"
"SRR26358609","146"
"SRR26358608","502"
"SRR26358607","Other"
"SRR26358605","Other"
"SRR26358604","560"
"SRR26358603","180"
"SRR26358602","1003"
"SRR26358601","146"
"SRR26358600","898"
"SRR26358599","180"
"SRR26358598","146"
"SRR26358597","230"
"SRR26358596","1067"
"SRR26358594","146"
"SRR26358593","180"
"SRR26358592","879"
"SRR26358591","180"
"SRR26358590","146"
"SRR26358589","879"
"SRR26358588","502"
"SRR26358587","557"
"SRR26358586","773"
"SRR26358585","Other"
"SRR26358583","Other"
"SRR26358582","898"
"SRR26358581","557"
"SRR26358580","26"
"SRR26358239","146"
"SRR26358238","980"
"SRR26358237","967"
"SRR26358236","898"
"SRR26358235","557"
"SRR26358234","230"
"SRR26358231","146"
"SRR26358230","155"
"SRR26358229","773"
"SRR26358228","980"
"SRR26358227","Other"
"SRR26358226","980"
"SRR26358225","180"
"SRR26358224","146"
"SRR26358223","980"
"SRR26358222","980"
"SRR26358220","Other"
"SRR26358219","180"
"SRR26358218","Other"
"SRR26358217","773"
"SRR26358216","995"
"SRR26358215","180"
"SRR26358214","146"
"SRR26358213","980"
"SRR26358212","230"
"SRR26358211","Other"
"SRR26358209","879"
"SRR26358208","180"
"SRR26358579","180"
"SRR26358578","33"
"SRR26358577","Other"
"SRR26358576","33"
"SRR26358575","1003"
"SRR26358574","26"
"SRR26358573","180"
"SRR26358572","230"
"SRR26358570","Other"
"SRR26358569","1067"
"SRR26358568","Other"
"SRR26358567","1067"
"SRR26358566","1020"
"SRR26358565","180"
"SRR26358564","879"
"SRR26358563","Other"
"SRR26358562","1094"
"SRR26358561","1020"
"SRR26358559","146"
"SRR26358558","1094"
"SRR26358557","980"
"SRR26358556","180"
"SRR26358555","1034"
"SRR26358554","277"
"SRR26358553","146"
"SRR26358552","180"
"SRR26358551","146"
"SRR26358550","879"
"SRR26358548","1067"
"SRR26358207","180"
"SRR26358206","1045"
"SRR26358205","898"
"SRR26358204","180"
"SRR26358203","898"
"SRR26358202","991"
"SRR26358201","50"
"SRR26358200","557"
"SRR26358199","146"
"SRR26358197","Other"
"SRR26358196","Other"
"SRR26358195","Other"
"SRR26358194","Other"
"SRR26358193","1045"
"SRR26358192","Other"
"SRR26358191","995"
"SRR26358190","1094"
"SRR26358189","146"
"SRR26358188","Other"
"SRR26358186","1094"
"SRR26358185","980"
"SRR26358184","Other"
"SRR26358183","14"
"SRR26358182","818"
"SRR26358181","1067"
"SRR26358180","Other"
"SRR26358743","146"
"SRR26358742","Other"
"SRR26358741","1003"
"SRR26358547","1020"
"SRR26358546","Other"
"SRR26358545","898"
"SRR26358544","557"
"SRR26358543","15"
"SRR26358542","818"
"SRR26358541","879"
"SRR26358540","502"
"SRR26358539","Other"
"SRR26358538","1094"
"SRR26358536","26"
"SRR26358535","1094"
"SRR26358534","558"
"SRR26358533","Other"
"SRR26358532","879"
"SRR26358531","995"
"SRR26358530","1003"
"SRR26358529","Other"
"SRR26358528","146"
"SRR26358527","Other"
"SRR26357044","15"
"SRR26357043","33"
"SRR26356772","146"
"SRR26356301","980"
"SRR26356286","Other"
"SRR26356239","180"
"SRR26356224","146"
"SRR26356885","1105"
"SRR26356502","879"
"SRR26356823","557"
"SRR26357042","557"
"SRR26356807","840"
"SRR26356796","967"
"SRR26356785","Other"
"SRR26356382","995"
"SRR26356371","Other"
"SRR26357040","980"
"SRR26357029","180"
"SRR26357018","898"
"SRR26356783","Other"
"SRR26356771","Other"
"SRR26356760","180"
"SRR26356357","502"
"SRR26356346","1067"
"SRR26356335","879"
"SRR26356664","995"
"SRR26356653","50"
"SRR26356642","502"
"SRR26356323","980"
"SRR26356312","557"
"SRR26356300","1105"
"SRR26357001","1003"
"SRR26356990","180"
"SRR26356979","Other"
"SRR26356628","Other"
"SRR26356617","180"
"SRR26356606","898"
"SRR26356743","557"
"SRR26356732","995"
"SRR26356721","231"
"SRR26356285","180"
"SRR26356274","1094"
"SRR26356975","Other"
"SRR26356964","995"
"SRR26356953","180"
"SRR26356718","1003"
"SRR26356479","Other"
"SRR26356468","180"
"SRR26356261","Other"
"SRR26356250","898"
"SRR26356238","Other"
"SRR26356939","818"
"SRR26356928","146"
"SRR26356917","557"
"SRR26356598","818"
"SRR26356587","15"
"SRR26356576","502"
"SRR26356453","818"
"SRR26356442","Other"
"SRR26356431","Other"
"SRR26356223","818"
"SRR26356212","146"
"SRR26356201","146"
"SRR26356562","26"
"SRR26356551","991"
"SRR26356196","1020"
"SRR26356185","557"
